Product_ID,Product_Name,Category,Attribute,Carbon_Footprint_kgCO2e,Water_Usage_Liters,Resource_Sourcing,Manufacturing_Impact,Certification,Compliance_with_Standards,User_Preference,Price_Range_USD,Availability,Brand
49898,GreenLife Organic Soap,Beauty,Low-Waste,27.79,35.49,Sustainable,Low,None,ISO 14001,Organic,387.86,In Stock,NaturePro
15410,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,94.52,136.31,Partially Sustainable,Low,USDA Organic,None,Eco-Certified,256.59,In Stock,SustainCo
23081,EcoEssentials Natural Shampoo,Beauty,Biodegradable,3.49,103.92,Non-Sustainable,High,FSC,None,Recyclable,144.36,In Stock,SustainCo
22521,PureEarth Vegan Chocolate,Food,Low-Waste,47.7,130.55,Partially Sustainable,Low,Energy Star,ISO 14001,Recyclable,450.39,In Stock,EnviroGoods
12466,EcoEssentials Energy-Saving Kettle,Home Appliances,Low-Waste,77.46,173.99,Sustainable,Low,Fair Trade,None,Organic,250.23,Out of Stock,GreenChoice
28254,PureEarth Vegan Chocolate,Food,Energy-Efficient,47.7,148.62,Non-Sustainable,Low,Fair Trade,ISO 14001,Recyclable,431.03,In Stock,EcoBrand
1852,EcoSmart Organic Green Tea,Food,Recyclable,61.77,72.28,Sustainable,High,FSC,ISO 14001,Organic,22.98,In Stock,SustainCo
10541,GreenLife Gluten-Free Pasta,Food,Low-Waste,58.66,160.22,Non-Sustainable,High,None,None,Eco-Certified,48.87,Out of Stock,NaturePro
30298,GreenLife Solar Lantern,Outdoor,Recyclable,93.62,107.73,Sustainable,Medium,None,None,Recyclable,77.18,Out of Stock,CleanEarth
24846,EcoEssentials Solar Charger,Electronics,Biodegradable,37.63,37.45,Non-Sustainable,Medium,None,ISO 14001,Low Carbon,153.55,Out of Stock,NaturePro
33371,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,51.84,182.11,Non-Sustainable,Low,Energy Star,ISO 14001,Organic,418.96,In Stock,SustainCo
48644,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,43.35,114.85,Non-Sustainable,Low,FSC,ISO 14001,Energy Efficient,22.5,Out of Stock,NaturePro
30565,EcoEssentials Organic Coffee,Food,Low-Waste,12.69,15.72,Partially Sustainable,Medium,FSC,ISO 14001,Energy Efficient,249.64,Out of Stock,NaturePro
2278,SustainPlus Almond Milk,Food,Organic,22.5,69.36,Sustainable,High,Energy Star,ISO 14001,Energy Efficient,386.4,Out of Stock,CleanEarth
47597,GreenLife Gluten-Free Pasta,Food,Organic,46.12,171.1,Sustainable,High,Fair Trade,None,Energy Efficient,340.31,Out of Stock,GreenChoice
30120,EcoEssentials Organic Coffee,Food,Energy-Efficient,8.47,75.85,Partially Sustainable,Medium,FSC,ISO 14001,Eco-Certified,426.02,In Stock,NaturePro
33416,EcoSmart LED Lamp,Home Appliances,Renewable Material,28.6,101.02,Non-Sustainable,Low,FSC,ISO 14001,Eco-Certified,109.15,In Stock,SustainCo
41945,PureEarth Laptop,Electronics,Recyclable,27.75,11.12,Sustainable,Low,Energy Star,None,Eco-Certified,50.14,In Stock,NaturePro
17912,PureEarth Vegan Chocolate,Food,Organic,85.47,75.58,Partially Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,317.51,In Stock,SustainCo
40172,SustainPlus Hiking Backpack,Outdoor,Renewable Material,32.97,171.8,Sustainable,Medium,FSC,None,Organic,165.25,Out of Stock,EcoBrand
38833,PureEarth Laptop,Electronics,Organic,43.74,140.79,Non-Sustainable,Low,FSC,ISO 14001,Eco-Certified,184.19,In Stock,GreenChoice
19253,EcoSmart Energy-Efficient Speaker,Electronics,Organic,41.34,106.06,Sustainable,High,USDA Organic,None,Energy Efficient,166.7,In Stock,EcoBrand
45277,GreenLife Biodegradable Pen,Office Supplies,Low-Waste,52.84,133.74,Non-Sustainable,Medium,None,ISO 14001,Recyclable,349.75,Out of Stock,GreenChoice
39143,EcoEssentials Organic T-Shirt,Clothing,Recyclable,22.67,161.7,Non-Sustainable,Medium,USDA Organic,None,Recyclable,80.16,Out of Stock,GreenChoice
4405,EcoEssentials Recycled Notebook,Office Supplies,Biodegradable,20.65,121.46,Non-Sustainable,Medium,None,ISO 14001,Recyclable,16.78,In Stock,CleanEarth
16908,EcoSmart Aloe Vera Gel,Beauty,Biodegradable,4.04,178.18,Sustainable,Medium,None,None,Energy Efficient,343.03,Out of Stock,NaturePro
47862,EcoSmart Recycled Fabric Scarf,Clothing,Organic,2.92,137.54,Partially Sustainable,Medium,Energy Star,ISO 14001,Recyclable,270.09,Out of Stock,GreenChoice
38534,EcoEssentials Recycled Notebook,Office Supplies,Renewable Material,42.37,72.18,Non-Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,225.9,In Stock,SustainCo
36509,PureEarth Eco-Friendly Jeans,Clothing,Organic,14.61,181.88,Partially Sustainable,High,FSC,ISO 14001,Low Carbon,265.21,Out of Stock,CleanEarth
20767,EcoSmart Recycled Fabric Scarf,Clothing,Organic,34.2,147.25,Sustainable,Low,Energy Star,None,Low Carbon,167.63,In Stock,EnviroGoods
8191,SustainPlus Water Purifier,Home Appliances,Low-Waste,76.17,124.65,Partially Sustainable,Low,FSC,ISO 14001,Low Carbon,273.05,Out of Stock,SustainCo
34129,EcoSmart Organic Green Tea,Food,Biodegradable,62.79,118.84,Partially Sustainable,Medium,FSC,None,Low Carbon,489.29,Out of Stock,CleanEarth
11777,EcoEssentials Organic T-Shirt,Clothing,Biodegradable,88.56,86.85,Partially Sustainable,High,Fair Trade,ISO 14001,Recyclable,290.47,Out of Stock,NaturePro
34192,EcoEssentials Recycled Tent,Outdoor,Recyclable,8.17,50.49,Non-Sustainable,High,Energy Star,None,Eco-Certified,417.58,In Stock,CleanEarth
40721,EcoSmart LED Lamp,Home Appliances,Biodegradable,37.54,119.36,Partially Sustainable,Medium,FSC,None,Recyclable,44.94,In Stock,SustainCo
2875,GreenLife Cotton Socks,Clothing,Low-Waste,57.58,92.31,Sustainable,High,None,ISO 14001,Recyclable,476.89,In Stock,NaturePro
11567,EcoSmart Reusable Planner,Office Supplies,Energy-Efficient,78.65,154.25,Non-Sustainable,Medium,USDA Organic,None,Recyclable,147.97,In Stock,EnviroGoods
8805,SustainPlus Water Purifier,Home Appliances,Low-Waste,82.1,15.47,Partially Sustainable,Low,FSC,None,Organic,334.39,In Stock,NaturePro
15776,EcoSmart Recycled Fabric Scarf,Clothing,Biodegradable,27.56,175.44,Sustainable,Low,None,None,Eco-Certified,98.18,In Stock,EcoBrand
23625,SustainPlus Hiking Backpack,Outdoor,Renewable Material,53.59,85.53,Sustainable,High,None,None,Eco-Certified,252.87,In Stock,EnviroGoods
12757,PureEarth Vegan Lip Balm,Beauty,Energy-Efficient,40.44,190.52,Partially Sustainable,High,Fair Trade,ISO 14001,Recyclable,335.55,In Stock,EcoBrand
22102,GreenLife Solar Fan,Home Appliances,Renewable Material,72.76,169.59,Sustainable,Medium,Energy Star,None,Eco-Certified,72.87,In Stock,CleanEarth
40644,EcoEssentials Organic T-Shirt,Clothing,Recyclable,24.54,197.58,Sustainable,Medium,FSC,ISO 14001,Eco-Certified,166.78,In Stock,EcoBrand
2970,GreenLife Organic Soap,Beauty,Recyclable,65.83,34.4,Partially Sustainable,High,None,None,Low Carbon,246.22,In Stock,EnviroGoods
2647,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,55.52,174.15,Partially Sustainable,Low,Fair Trade,None,Low Carbon,124.62,Out of Stock,NaturePro
10411,GreenLife Gluten-Free Pasta,Food,Energy-Efficient,37.48,74.26,Non-Sustainable,Medium,FSC,ISO 14001,Recyclable,14.24,In Stock,SustainCo
23871,EcoEssentials Organic Coffee,Food,Renewable Material,87.51,167.71,Partially Sustainable,High,USDA Organic,None,Low Carbon,400.97,Out of Stock,EcoBrand
19797,GreenLife Gluten-Free Pasta,Food,Energy-Efficient,20.34,32.57,Non-Sustainable,Medium,Energy Star,None,Low Carbon,211.94,In Stock,CleanEarth
45960,EcoSmart LED Lamp,Home Appliances,Recyclable,35.99,29.65,Non-Sustainable,Low,FSC,ISO 14001,Recyclable,330.77,Out of Stock,EnviroGoods
28913,EcoEssentials Organic Coffee,Food,Organic,4.46,198.19,Sustainable,Medium,FSC,None,Energy Efficient,450.1,In Stock,SustainCo
7782,EcoEssentials Organic Coffee,Food,Organic,9.62,48.74,Sustainable,Medium,Fair Trade,ISO 14001,Low Carbon,81.48,Out of Stock,CleanEarth
35892,EcoSmart Organic Green Tea,Food,Organic,75.8,120.55,Partially Sustainable,Medium,USDA Organic,ISO 14001,Organic,134.41,In Stock,EnviroGoods
22960,PureEarth Vegan Chocolate,Food,Low-Waste,28.36,18.08,Partially Sustainable,High,USDA Organic,None,Organic,276.3,In Stock,GreenChoice
9060,SustainPlus Water Purifier,Home Appliances,Energy-Efficient,9.02,101.5,Non-Sustainable,Medium,None,ISO 14001,Energy Efficient,490.36,Out of Stock,GreenChoice
28691,EcoEssentials Energy-Saving Kettle,Home Appliances,Biodegradable,52.34,111.5,Sustainable,High,Fair Trade,None,Low Carbon,159.49,Out of Stock,NaturePro
8607,GreenLife Biodegradable Pen,Office Supplies,Recyclable,16.2,43.34,Sustainable,Low,USDA Organic,ISO 14001,Low Carbon,326.51,Out of Stock,GreenChoice
24886,GreenLife Cotton Socks,Clothing,Organic,94.91,136.17,Non-Sustainable,High,Fair Trade,None,Eco-Certified,18.31,Out of Stock,GreenChoice
18965,GreenLife Biodegradable Pen,Office Supplies,Biodegradable,49.27,198.96,Non-Sustainable,Medium,None,ISO 14001,Low Carbon,146.21,Out of Stock,EcoBrand
43144,SustainPlus Hiking Backpack,Outdoor,Renewable Material,82.1,26.03,Sustainable,Low,Fair Trade,ISO 14001,Recyclable,291.84,Out of Stock,EcoBrand
8786,PureEarth Recycled Paper,Office Supplies,Recyclable,75.04,125.1,Partially Sustainable,High,Energy Star,ISO 14001,Recyclable,51.96,In Stock,SustainCo
22206,EcoEssentials Organic T-Shirt,Clothing,Recyclable,67.01,79.08,Sustainable,High,FSC,None,Recyclable,363.99,In Stock,NaturePro
40860,EcoSmart Recycled Fabric Scarf,Clothing,Renewable Material,94.56,181.3,Sustainable,High,None,ISO 14001,Organic,288.11,In Stock,EcoBrand
8250,GreenLife Organic Soap,Beauty,Renewable Material,47.61,65.77,Partially Sustainable,Medium,None,ISO 14001,Organic,145.46,In Stock,NaturePro
25518,EcoEssentials Organic Coffee,Food,Energy-Efficient,89.74,30.08,Non-Sustainable,High,USDA Organic,None,Eco-Certified,12.36,Out of Stock,EcoBrand
49351,SustainPlus Eco-Friendly Stapler,Office Supplies,Biodegradable,46.69,72.72,Sustainable,High,Energy Star,ISO 14001,Energy Efficient,413.48,In Stock,EcoBrand
23910,PureEarth Vegan Lip Balm,Beauty,Organic,14.87,168.59,Non-Sustainable,High,Energy Star,None,Energy Efficient,326.24,In Stock,GreenChoice
22259,GreenLife LED Light Bulb,Electronics,Renewable Material,26.91,127.81,Partially Sustainable,Low,Energy Star,None,Low Carbon,11.45,Out of Stock,EnviroGoods
29980,GreenLife Cotton Socks,Clothing,Low-Waste,30.39,189.75,Sustainable,Low,None,None,Recyclable,326.8,Out of Stock,EcoBrand
23278,EcoEssentials Recycled Tent,Outdoor,Recyclable,23.03,156.87,Partially Sustainable,Low,None,None,Recyclable,38.31,In Stock,SustainCo
42728,EcoSmart Reusable Planner,Office Supplies,Recyclable,20.06,108.21,Partially Sustainable,Medium,FSC,ISO 14001,Organic,436.3,Out of Stock,EcoBrand
5620,EcoEssentials Recycled Tent,Outdoor,Renewable Material,66.4,174.46,Sustainable,Medium,FSC,None,Eco-Certified,359.19,In Stock,NaturePro
13372,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,8.18,131.76,Sustainable,Low,Fair Trade,ISO 14001,Organic,325.62,Out of Stock,EnviroGoods
26183,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,78.33,28.9,Non-Sustainable,Medium,USDA Organic,ISO 14001,Organic,407.19,Out of Stock,NaturePro
7738,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,93.31,52.69,Non-Sustainable,High,Fair Trade,None,Recyclable,65.24,Out of Stock,CleanEarth
34607,EcoEssentials Recycled Tent,Outdoor,Renewable Material,47.09,80.28,Partially Sustainable,Low,FSC,ISO 14001,Organic,62.66,In Stock,CleanEarth
28333,EcoEssentials Natural Shampoo,Beauty,Organic,46.34,166.63,Partially Sustainable,Low,Fair Trade,None,Recyclable,358.58,Out of Stock,SustainCo
5704,EcoEssentials Organic T-Shirt,Clothing,Biodegradable,74.37,84.02,Non-Sustainable,Low,FSC,ISO 14001,Eco-Certified,86.73,In Stock,CleanEarth
44359,EcoEssentials Organic Coffee,Food,Biodegradable,82.43,57.28,Non-Sustainable,Medium,Fair Trade,None,Energy Efficient,271.04,Out of Stock,NaturePro
37074,PureEarth Camping Stove,Outdoor,Organic,97.96,77.96,Non-Sustainable,High,Fair Trade,None,Eco-Certified,448.1,In Stock,GreenChoice
17028,PureEarth Camping Stove,Outdoor,Biodegradable,47.43,32.1,Partially Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,446.29,Out of Stock,GreenChoice
10834,SustainPlus Almond Milk,Food,Renewable Material,1.5,155.76,Non-Sustainable,High,USDA Organic,None,Energy Efficient,362.26,Out of Stock,EcoBrand
25908,PureEarth Camping Stove,Outdoor,Energy-Efficient,32.55,197.67,Non-Sustainable,Medium,Fair Trade,None,Organic,467.86,In Stock,SustainCo
5602,SustainPlus Water Purifier,Home Appliances,Biodegradable,91.94,41.17,Partially Sustainable,Medium,None,None,Low Carbon,368.6,Out of Stock,NaturePro
20628,GreenLife LED Light Bulb,Electronics,Recyclable,98.38,173.8,Sustainable,High,FSC,ISO 14001,Recyclable,169.34,Out of Stock,EnviroGoods
47525,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,88.1,141.62,Sustainable,Low,FSC,ISO 14001,Recyclable,65.54,In Stock,NaturePro
10258,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,46.75,59.1,Partially Sustainable,Medium,Fair Trade,ISO 14001,Eco-Certified,449.17,Out of Stock,CleanEarth
9092,GreenLife Solar Fan,Home Appliances,Low-Waste,5.87,100.6,Partially Sustainable,Medium,Energy Star,None,Organic,81.15,Out of Stock,SustainCo
6417,PureEarth Laptop,Electronics,Recyclable,43.92,86.99,Non-Sustainable,Low,Fair Trade,None,Organic,269.49,Out of Stock,SustainCo
14035,GreenLife Solar Fan,Home Appliances,Renewable Material,29.45,116.03,Sustainable,Medium,None,None,Organic,307.65,Out of Stock,EcoBrand
23122,EcoEssentials Recycled Notebook,Office Supplies,Low-Waste,20.14,182.39,Sustainable,Medium,FSC,None,Energy Efficient,274.36,Out of Stock,SustainCo
46157,SustainPlus Eco-Friendly Stapler,Office Supplies,Biodegradable,88.65,29.43,Partially Sustainable,Medium,Energy Star,None,Energy Efficient,259.37,In Stock,NaturePro
37049,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,35.53,55.96,Partially Sustainable,High,None,ISO 14001,Recyclable,432.45,Out of Stock,EcoBrand
29189,PureEarth Recycled Paper,Office Supplies,Renewable Material,33.66,103.6,Partially Sustainable,Low,Fair Trade,ISO 14001,Energy Efficient,187.47,Out of Stock,NaturePro
19006,EcoEssentials Energy-Saving Kettle,Home Appliances,Renewable Material,21.99,141.41,Non-Sustainable,Low,FSC,ISO 14001,Energy Efficient,358.33,In Stock,EnviroGoods
6751,EcoSmart Reusable Planner,Office Supplies,Low-Waste,5.91,115.08,Non-Sustainable,Low,FSC,ISO 14001,Recyclable,304.23,In Stock,SustainCo
12408,SustainPlus Smart Thermostat,Electronics,Biodegradable,11.85,194.93,Sustainable,High,USDA Organic,None,Low Carbon,226.86,Out of Stock,EcoBrand
28429,PureEarth Laptop,Electronics,Recyclable,19.78,61.05,Partially Sustainable,Medium,Fair Trade,ISO 14001,Eco-Certified,105.59,Out of Stock,GreenChoice
35524,EcoEssentials Organic Coffee,Food,Renewable Material,41.49,180.88,Non-Sustainable,Medium,FSC,None,Energy Efficient,351.15,In Stock,CleanEarth
5670,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,59.85,23.42,Partially Sustainable,Medium,USDA Organic,None,Energy Efficient,6.37,In Stock,SustainCo
27851,EcoSmart Recycled Fabric Scarf,Clothing,Recyclable,74.05,89.25,Non-Sustainable,Medium,None,ISO 14001,Eco-Certified,387.97,In Stock,NaturePro
44868,GreenLife Solar Lantern,Outdoor,Renewable Material,2.85,151.78,Non-Sustainable,High,Fair Trade,ISO 14001,Energy Efficient,359.38,In Stock,EnviroGoods
49811,EcoSmart LED Lamp,Home Appliances,Renewable Material,26.87,106.13,Partially Sustainable,Medium,Fair Trade,None,Organic,216.77,In Stock,NaturePro
30088,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,2.4,187.67,Sustainable,Medium,Energy Star,None,Recyclable,491.09,Out of Stock,NaturePro
12818,SustainPlus Hiking Backpack,Outdoor,Renewable Material,68.56,38.92,Non-Sustainable,Medium,None,ISO 14001,Low Carbon,185.9,In Stock,EnviroGoods
31156,SustainPlus Hiking Backpack,Outdoor,Organic,96.77,176.89,Non-Sustainable,Low,USDA Organic,None,Organic,76.03,Out of Stock,NaturePro
9441,EcoEssentials Organic Coffee,Food,Organic,4.76,138.07,Non-Sustainable,High,None,None,Energy Efficient,80.96,In Stock,NaturePro
10888,PureEarth Camping Stove,Outdoor,Renewable Material,13.59,103.2,Sustainable,Low,USDA Organic,None,Energy Efficient,234.98,In Stock,CleanEarth
21697,GreenLife Solar Fan,Home Appliances,Organic,30.52,14.14,Non-Sustainable,Low,Fair Trade,ISO 14001,Organic,196.66,Out of Stock,GreenChoice
9757,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,77.46,67.14,Non-Sustainable,High,None,ISO 14001,Eco-Certified,304.29,Out of Stock,SustainCo
36873,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,32.63,101.4,Non-Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,123.31,In Stock,SustainCo
4902,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,15.62,57.5,Partially Sustainable,Low,FSC,ISO 14001,Eco-Certified,460.13,Out of Stock,EcoBrand
8033,SustainPlus Hiking Backpack,Outdoor,Recyclable,35.5,15.53,Partially Sustainable,Medium,FSC,ISO 14001,Energy Efficient,291.5,In Stock,EcoBrand
43179,EcoEssentials Solar Charger,Electronics,Recyclable,58.99,95.29,Non-Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,485.18,Out of Stock,GreenChoice
957,GreenLife Gluten-Free Pasta,Food,Recyclable,13.57,66.26,Partially Sustainable,Low,Energy Star,ISO 14001,Eco-Certified,84.08,Out of Stock,EnviroGoods
28857,GreenLife Gluten-Free Pasta,Food,Energy-Efficient,65.14,153.13,Non-Sustainable,Low,Energy Star,None,Recyclable,373.37,Out of Stock,NaturePro
24280,SustainPlus Almond Milk,Food,Organic,96.25,43.86,Partially Sustainable,Low,Fair Trade,ISO 14001,Low Carbon,286.18,Out of Stock,EcoBrand
49775,GreenLife Biodegradable Pen,Office Supplies,Renewable Material,8.66,34.83,Non-Sustainable,High,None,None,Energy Efficient,248.4,Out of Stock,SustainCo
28564,EcoEssentials Solar Charger,Electronics,Energy-Efficient,65.33,15.47,Sustainable,Medium,None,None,Energy Efficient,229.83,In Stock,SustainCo
1948,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,38.64,108.96,Partially Sustainable,High,FSC,None,Recyclable,380.67,In Stock,CleanEarth
14590,EcoEssentials Solar Charger,Electronics,Renewable Material,20.01,11.69,Non-Sustainable,High,FSC,ISO 14001,Eco-Certified,119.01,In Stock,EnviroGoods
45510,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,80.1,169.5,Sustainable,High,Energy Star,None,Organic,459.41,In Stock,EnviroGoods
45327,PureEarth Recycled Blender,Home Appliances,Renewable Material,89.04,193.01,Sustainable,High,Energy Star,None,Recyclable,79.99,In Stock,EcoBrand
10771,SustainPlus Water Purifier,Home Appliances,Biodegradable,67.61,87.37,Partially Sustainable,Low,USDA Organic,ISO 14001,Organic,91.46,Out of Stock,EcoBrand
25175,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,24.49,150.06,Sustainable,Low,USDA Organic,None,Low Carbon,69.76,In Stock,GreenChoice
49725,EcoEssentials Organic Coffee,Food,Renewable Material,43.49,107.88,Sustainable,Medium,None,None,Low Carbon,161.34,Out of Stock,NaturePro
6278,PureEarth Recycled Blender,Home Appliances,Energy-Efficient,36.87,51.68,Partially Sustainable,Low,USDA Organic,None,Eco-Certified,470.42,In Stock,CleanEarth
19057,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,2.74,178.75,Sustainable,Low,None,ISO 14001,Energy Efficient,368.8,Out of Stock,GreenChoice
19080,PureEarth Recycled Blender,Home Appliances,Organic,17.31,73.6,Non-Sustainable,High,USDA Organic,ISO 14001,Eco-Certified,109.8,Out of Stock,GreenChoice
9823,PureEarth Camping Stove,Outdoor,Recyclable,51.52,172.96,Partially Sustainable,Low,None,ISO 14001,Low Carbon,114.44,Out of Stock,EnviroGoods
30986,EcoSmart LED Lamp,Home Appliances,Recyclable,22.63,180.09,Non-Sustainable,High,USDA Organic,ISO 14001,Energy Efficient,449.53,Out of Stock,CleanEarth
34353,EcoSmart Organic Green Tea,Food,Energy-Efficient,93.04,115.95,Sustainable,Medium,FSC,None,Organic,255.23,In Stock,GreenChoice
41465,GreenLife LED Light Bulb,Electronics,Low-Waste,2.02,23.1,Non-Sustainable,High,Fair Trade,ISO 14001,Low Carbon,445.98,Out of Stock,GreenChoice
32791,PureEarth Recycled Blender,Home Appliances,Low-Waste,40.75,25.13,Non-Sustainable,High,USDA Organic,ISO 14001,Low Carbon,275.64,In Stock,CleanEarth
25609,EcoEssentials Solar Charger,Electronics,Organic,84.81,190.36,Partially Sustainable,High,None,ISO 14001,Energy Efficient,207.08,Out of Stock,GreenChoice
26036,GreenLife Biodegradable Pen,Office Supplies,Renewable Material,8.02,28.68,Non-Sustainable,High,Fair Trade,ISO 14001,Energy Efficient,163.36,In Stock,NaturePro
31140,SustainPlus Smart Thermostat,Electronics,Biodegradable,14.68,153.0,Sustainable,Low,None,None,Eco-Certified,371.97,In Stock,EcoBrand
25069,SustainPlus Water Purifier,Home Appliances,Biodegradable,6.95,27.89,Sustainable,Low,FSC,None,Energy Efficient,306.42,Out of Stock,GreenChoice
6890,GreenLife Cotton Socks,Clothing,Biodegradable,49.28,109.5,Partially Sustainable,Medium,None,None,Organic,309.79,In Stock,GreenChoice
5927,SustainPlus Cruelty-Free Moisturizer,Beauty,Energy-Efficient,18.05,21.51,Partially Sustainable,High,Fair Trade,None,Eco-Certified,82.93,Out of Stock,NaturePro
33356,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,72.36,187.57,Partially Sustainable,High,None,ISO 14001,Energy Efficient,438.34,Out of Stock,EcoBrand
4825,EcoSmart Energy-Efficient Speaker,Electronics,Low-Waste,3.81,91.19,Non-Sustainable,Low,Fair Trade,None,Energy Efficient,125.12,Out of Stock,GreenChoice
43924,GreenLife Gluten-Free Pasta,Food,Biodegradable,32.39,136.11,Non-Sustainable,Medium,Fair Trade,ISO 14001,Eco-Certified,236.17,In Stock,EcoBrand
10012,EcoEssentials Recycled Notebook,Office Supplies,Biodegradable,98.52,182.66,Partially Sustainable,High,Energy Star,None,Energy Efficient,225.3,Out of Stock,CleanEarth
9132,SustainPlus Hemp Jacket,Clothing,Renewable Material,35.43,59.12,Non-Sustainable,Medium,Energy Star,ISO 14001,Recyclable,494.33,In Stock,EcoBrand
40497,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,34.37,185.14,Partially Sustainable,Medium,FSC,ISO 14001,Eco-Certified,396.77,Out of Stock,CleanEarth
44932,EcoSmart Reusable Planner,Office Supplies,Energy-Efficient,11.01,178.62,Partially Sustainable,Low,Energy Star,ISO 14001,Recyclable,411.3,In Stock,GreenChoice
5511,SustainPlus Eco-Friendly Stapler,Office Supplies,Renewable Material,65.53,179.87,Partially Sustainable,Low,None,ISO 14001,Eco-Certified,156.11,In Stock,NaturePro
5069,PureEarth Recycled Paper,Office Supplies,Renewable Material,65.86,145.92,Sustainable,High,Fair Trade,None,Eco-Certified,263.25,Out of Stock,CleanEarth
19840,GreenLife LED Light Bulb,Electronics,Biodegradable,65.53,133.48,Non-Sustainable,Low,Fair Trade,None,Recyclable,436.92,Out of Stock,CleanEarth
43345,EcoEssentials Solar Charger,Electronics,Recyclable,48.36,16.36,Partially Sustainable,Medium,USDA Organic,None,Recyclable,21.02,Out of Stock,EnviroGoods
18587,EcoSmart LED Lamp,Home Appliances,Organic,36.81,110.14,Sustainable,Low,USDA Organic,ISO 14001,Recyclable,54.2,In Stock,CleanEarth
20177,EcoSmart Recycled Fabric Scarf,Clothing,Recyclable,41.23,19.1,Non-Sustainable,High,Energy Star,ISO 14001,Low Carbon,196.91,In Stock,GreenChoice
2194,EcoEssentials Organic Coffee,Food,Energy-Efficient,6.39,41.36,Partially Sustainable,Low,FSC,None,Energy Efficient,124.5,Out of Stock,NaturePro
2235,GreenLife Gluten-Free Pasta,Food,Recyclable,30.01,168.55,Non-Sustainable,Low,Fair Trade,ISO 14001,Eco-Certified,375.09,Out of Stock,SustainCo
24525,PureEarth Vegan Lip Balm,Beauty,Recyclable,10.25,161.74,Partially Sustainable,High,Fair Trade,ISO 14001,Recyclable,25.87,Out of Stock,CleanEarth
28203,SustainPlus Hiking Backpack,Outdoor,Energy-Efficient,22.76,67.69,Partially Sustainable,Low,Fair Trade,None,Energy Efficient,30.52,In Stock,GreenChoice
40861,PureEarth Vegan Chocolate,Food,Recyclable,77.76,198.2,Non-Sustainable,Low,FSC,ISO 14001,Organic,67.9,Out of Stock,CleanEarth
34367,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,9.53,32.22,Non-Sustainable,High,None,ISO 14001,Energy Efficient,203.81,In Stock,EnviroGoods
40790,GreenLife Organic Soap,Beauty,Renewable Material,91.55,93.13,Non-Sustainable,Low,Energy Star,None,Recyclable,482.42,In Stock,CleanEarth
11784,EcoSmart Recycled Fabric Scarf,Clothing,Biodegradable,82.6,128.37,Partially Sustainable,High,Fair Trade,None,Organic,202.23,Out of Stock,EnviroGoods
47775,PureEarth Vegan Chocolate,Food,Renewable Material,3.81,44.65,Non-Sustainable,High,None,ISO 14001,Recyclable,53.1,Out of Stock,NaturePro
27017,EcoEssentials Organic Coffee,Food,Recyclable,90.27,48.85,Partially Sustainable,Low,FSC,ISO 14001,Organic,130.6,Out of Stock,SustainCo
28093,PureEarth Laptop,Electronics,Organic,70.43,108.1,Partially Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,316.81,In Stock,EnviroGoods
13661,EcoEssentials Recycled Tent,Outdoor,Renewable Material,19.06,79.09,Sustainable,High,FSC,None,Organic,229.73,In Stock,GreenChoice
15495,EcoEssentials Natural Shampoo,Beauty,Organic,92.75,177.83,Partially Sustainable,Low,Energy Star,None,Recyclable,37.38,Out of Stock,EcoBrand
9301,GreenLife Solar Fan,Home Appliances,Recyclable,6.04,189.9,Sustainable,High,Energy Star,None,Eco-Certified,474.85,Out of Stock,GreenChoice
41759,SustainPlus Hiking Backpack,Outdoor,Energy-Efficient,98.48,133.82,Non-Sustainable,Medium,None,None,Low Carbon,44.6,In Stock,GreenChoice
39821,EcoSmart Aloe Vera Gel,Beauty,Renewable Material,71.07,29.37,Partially Sustainable,Low,Fair Trade,ISO 14001,Low Carbon,446.43,In Stock,EcoBrand
